"ID","Name","Stable ability ID","Slot","Control","Power name","Type","Declared description","Full source parameters","Definition source"
"stormcall","STORMCALL","stormcall.r","r","R","SKYFALL","meteor","Not separately declared; see character identity and parameters","{""type"":""meteor"",""name"":""SKYFALL"",""cost"":34,""cd"":18,""count"":14,""interval"":0.16,""spread"":28,""radius"":3,""damage"":34,""blast"":18,""color"":""#7fd4ff"",""color2"":""#eaffff""}","src/data/characters.js"
"webline","WEBLINE","webline.lmb","lmb","LMB","Web Snare","tentacle","Not separately declared; see character identity and parameters","{""type"":""tentacle"",""web"":true,""name"":""Web Snare"",""cost"":16,""cd"":4,""range"":38,""holdT"":0.5,""damage"":13,""throwSpeed"":86,""color"":""#eaffff""}","src/data/characters.js"
"webline","WEBLINE","webline.rmb","rmb","RMB","Spider Flurry","rush","Not separately declared; see character identity and parameters","{""type"":""rush"",""name"":""Spider Flurry"",""cost"":16,""cd"":2.4,""range"":60,""hits"":6,""interval"":0.08,""damage"":7,""finisher"":25,""color"":""#eaffff""}","src/data/characters.js"
"webline","WEBLINE","webline.q","q","Q","Web Darts","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Web Darts"",""cost"":7,""cd"":0.55,""damage"":4,""speed"":130,""radius"":0.55,""blast"":0,""ground"":false,""color"":""#eaffff"",""color2"":""#fff"",""webControl"":{""duration"":1.2,""moveMult"":0.45,""immunity"":1}}","src/data/characters.js"
"webline","WEBLINE","webline.e","e","E","Sting Kick","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Sting Kick"",""cost"":9,""cd"":0.8,""damage"":22,""range"":12,""arc"":0.8,""lunge"":46,""knock"":44,""launch"":14,""fly"":true,""color"":""#eaffff""}","src/data/characters.js"
"webline","WEBLINE","webline.f","f","H","Danger Sense","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Danger Sense"",""cost"":18,""cd"":16,""mult"":1.3,""dur"":7,""invuln"":1,""color"":""#eaffff"",""color2"":""#fff""}","src/data/characters.js"
"webline","WEBLINE","webline.shift","shift","SHIFT","Web Zip","grapple","Not separately declared; see character identity and parameters","{""type"":""grapple"",""name"":""Web Zip"",""zip"":true,""cost"":6,""cd"":0.65,""range"":150,""zipSpeed"":90,""oneHand"":true,""color"":""#eaffff""}","src/data/characters.js"
"ripclaw","RIPCLAW","ripclaw.lmb","lmb","LMB","Ripping Claws","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Ripping Claws"",""cost"":8,""cd"":0.55,""damage"":19,""range"":11,""arc"":0.85,""lunge"":40,""knock"":34,""launch"":6,""dmgClass"":""slash"",""color"":""#ffe066""}","src/data/characters.js"
"ripclaw","RIPCLAW","ripclaw.rmb","rmb","RMB","Lunge Shred","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Lunge Shred"",""cost"":12,""cd"":1,""damage"":28,""range"":13,""arc"":0.75,""lunge"":62,""knock"":50,""launch"":14,""fly"":true,""dmgClass"":""slash"",""color"":""#ffe066""}","src/data/characters.js"
"ripclaw","RIPCLAW","ripclaw.q","q","Q","Berserker Slashes","rush","Not separately declared; see character identity and parameters","{""type"":""rush"",""name"":""Berserker Slashes"",""cost"":14,""cd"":2,""range"":54,""hits"":7,""interval"":0.08,""damage"":9,""finisher"":30,""color"":""#ffe066""}","src/data/characters.js"
"ripclaw","RIPCLAW","ripclaw.e","e","E","Intimidate","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Intimidate"",""kiPerSec"":14,""range"":24,""arc"":1.2,""dps"":12,""push"":38,""color"":""#ffe066""}","src/data/characters.js"
"ripclaw","RIPCLAW","ripclaw.f","f","H","Regeneration","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Regeneration"",""cost"":18,""cd"":14,""mult"":1.2,""dur"":8,""heal"":55,""color"":""#8fe08a"",""color2"":""#fff""}","src/data/characters.js"
"ripclaw","RIPCLAW","ripclaw.shift","shift","SHIFT","Pounce Step","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Pounce Step"",""cost"":4,""cd"":0.5,""power"":100,""iframes"":0.26,""color"":""#ffe066""}","src/data/characters.js"
"majesty","MAJESTY","majesty.lmb","lmb","LMB","Photon Stream","beam","Not separately declared; see character identity and parameters","{""type"":""beam"",""material"":""light"",""name"":""Photon Stream"",""cost"":4,""cd"":0.3,""radius"":1.2,""tipSpeed"":907,""maxLen"":150,""dps"":62,""kiPerSec"":16,""steer"":12,""color"":""#ffd24a"",""color2"":""#fff2c0""}","src/data/characters.js"
"majesty","MAJESTY","majesty.rmb","rmb","RMB","Star Barrage","volley","Not separately declared; see character identity and parameters","{""type"":""volley"",""name"":""Star Barrage"",""cost"":3,""interval"":0.08,""damage"":6,""speed"":112,""radius"":0.85,""blast"":3.6,""spread"":0.11,""color"":""#ffd24a"",""color2"":""#fff""}","src/data/characters.js"
"majesty","MAJESTY","majesty.q","q","Q","Nova Fist","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""Nova Fist"",""cost"":6,""cd"":1,""kiPerSec"":12,""maxCharge"":2.2,""minR"":1.4,""maxR"":6,""dmgMin"":24,""dmgMax"":78,""maxBlast"":31,""speedMin"":42,""speedMax"":72,""chargePower"":2.8,""color"":""#ffd24a"",""color2"":""#fff2c0""}","src/data/characters.js"
"majesty","MAJESTY","majesty.e","e","E","Comet Punch","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Comet Punch"",""cost"":12,""cd"":1,""damage"":26,""range"":12,""arc"":0.8,""lunge"":58,""knock"":52,""launch"":16,""fly"":true,""color"":""#ffd24a""}","src/data/characters.js"
"majesty","MAJESTY","majesty.shift","shift","SHIFT","Light Speed","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Light Speed"",""cost"":5,""cd"":0.5,""power"":108,""iframes"":0.26,""color"":""#ffd24a""}","src/data/characters.js"
"majesty","MAJESTY","majesty.r","r","R","Supernova Lance","beam","Not separately declared; see character identity and parameters","{""type"":""beam"",""material"":""light"",""name"":""Supernova Lance"",""cost"":24,""cd"":14,""radius"":3.4,""tipSpeed"":648,""maxLen"":170,""dps"":128,""kiPerSec"":30,""charge"":true,""maxCharge"":2,""kiChargePerSec"":20,""chargePower"":2,""chargeWidth"":true,""steer"":6,""color"":""#ffe8c0"",""color2"":""#ffffff""}","src/data/characters.js"
"mystward","MYSTWARD","mystward.lmb","lmb","LMB","Crimson Bands","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Crimson Bands"",""cost"":6,""cd"":0.35,""damage"":13,""speed"":96,""radius"":1,""blast"":4.5,""homing"":2.6,""dtype"":""magic"",""color"":""#ff7a5a"",""color2"":""#ffd9b0""}","src/data/characters.js"
"mystward","MYSTWARD","mystward.rmb","rmb","RMB","Seraphim Shield","construct","Not separately declared; see character identity and parameters","{""type"":""construct"",""name"":""Seraphim Shield"",""cost"":12,""cd"":6,""construct"":""wall"",""duration"":9,""holdTrigger"":true,""color"":""#ffb03a""}","src/data/characters.js"
"mystward","MYSTWARD","mystward.q","q","Q","Fold Space","teleport","Not separately declared; see character identity and parameters","{""type"":""teleport"",""name"":""Fold Space"",""cost"":11,""cd"":1.3,""range"":54,""color"":""#ffb03a""}","src/data/characters.js"
"mystward","MYSTWARD","mystward.e","e","E","Eldritch Whip","beam","Not separately declared; see character identity and parameters","{""type"":""beam"",""material"":""arcane"",""name"":""Eldritch Whip"",""cost"":4,""cd"":0.3,""radius"":1,""tipSpeed"":950,""maxLen"":140,""dps"":56,""kiPerSec"":16,""steer"":13,""dtype"":""magic"",""siphon"":1.1,""color"":""#ffb03a"",""color2"":""#ffd9b0""}","src/data/characters.js"
"mystward","MYSTWARD","mystward.f","f","H","Vishanti Ward","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Vishanti Ward"",""cost"":22,""cd"":18,""mult"":1.4,""dur"":9,""invuln"":1,""color"":""#ffb03a"",""color2"":""#fff""}","src/data/characters.js"
"mystward","MYSTWARD","mystward.shift","shift","SHIFT","Cloak Drift","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Cloak Drift"",""cost"":5,""cd"":0.55,""power"":96,""iframes"":0.28,""color"":""#ffb03a""}","src/data/characters.js"
"mystward","MYSTWARD","mystward.r","r","R","Sigil Rain","meteor","Not separately declared; see character identity and parameters","{""type"":""meteor"",""name"":""Sigil Rain"",""cost"":32,""cd"":18,""count"":12,""interval"":0.18,""spread"":26,""radius"":3,""damage"":32,""blast"":17,""color"":""#ffb03a"",""color2"":""#ffd9b0""}","src/data/characters.js"
"onyx","ONYX","onyx.lmb","lmb","LMB","Kinetic Claws","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Kinetic Claws"",""cost"":9,""cd"":0.6,""damage"":21,""range"":12,""arc"":0.85,""lunge"":44,""knock"":40,""launch"":8,""dmgClass"":""slash"",""color"":""#c9cfd9""}","src/data/characters.js"
"onyx","ONYX","onyx.rmb","rmb","RMB","Hunt Sequence","rush","Not separately declared; see character identity and parameters","{""type"":""rush"",""name"":""Hunt Sequence"",""cost"":14,""cd"":1.9,""range"":58,""hits"":6,""interval"":0.09,""damage"":8,""finisher"":28,""color"":""#c9cfd9""}","src/data/characters.js"
"onyx","ONYX","onyx.q","q","Q","Kimoyo Dart","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Kimoyo Dart"",""cost"":6,""cd"":0.35,""damage"":12,""speed"":120,""radius"":0.8,""blast"":4,""homing"":2.4,""color"":""#7fe6ff"",""color2"":""#fff""}","src/data/characters.js"
"onyx","ONYX","onyx.e","e","E","Sonic Overload","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Sonic Overload"",""kiPerSec"":16,""range"":28,""arc"":1.15,""dps"":16,""push"":46,""color"":""#7fe6ff""}","src/data/characters.js"
"onyx","ONYX","onyx.f","f","H","Kinetic Release","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Kinetic Release"",""cost"":22,""cd"":16,""mult"":1.55,""dur"":9,""color"":""#c9cfd9"",""color2"":""#fff""}","src/data/characters.js"
"onyx","ONYX","onyx.shift","shift","SHIFT","Shadow Step","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Shadow Step"",""cost"":4,""cd"":0.5,""power"":100,""iframes"":0.28,""color"":""#c9cfd9""}","src/data/characters.js"
"onyx","ONYX","onyx.r","r","R","Kinetic Burst","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""Kinetic Burst"",""cost"":8,""cd"":14,""kiPerSec"":12,""maxCharge"":2.2,""minR"":1.6,""maxR"":6.4,""dmgMin"":24,""dmgMax"":80,""maxBlast"":33,""speedMin"":40,""speedMax"":68,""chargePower"":3,""color"":""#c9cfd9"",""color2"":""#eaffff""}","src/data/characters.js"
"chainfire","CHAINFIRE","chainfire.lmb","lmb","LMB","Hellfire Chain","tentacle","Not separately declared; see character identity and parameters","{""type"":""tentacle"",""name"":""Hellfire Chain"",""cost"":17,""cd"":4.5,""range"":38,""holdT"":0.55,""damage"":15,""throwSpeed"":90,""color"":""#ff7a2a"",""dtype"":""fire""}","src/data/characters.js"
"chainfire","CHAINFIRE","chainfire.rmb","rmb","RMB","Soul Furnace","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Soul Furnace"",""kiPerSec"":18,""range"":32,""arc"":1.05,""dps"":28,""push"":12,""gasDot"":{""dps"":6,""dur"":2,""color"":""#ff7a2a"",""kind"":""burn""},""color"":""#ff7a2a""}","src/data/characters.js"
"chainfire","CHAINFIRE","chainfire.q","q","Q","Brimstone Ball","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Brimstone Ball"",""cost"":8,""cd"":0.5,""damage"":18,""speed"":70,""radius"":1.6,""blast"":9,""grav"":8,""shock"":true,""color"":""#ff5a1a"",""color2"":""#ffb03a""}","src/data/characters.js"
"chainfire","CHAINFIRE","chainfire.e","e","E","Chain Lash","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Chain Lash"",""cost"":10,""cd"":0.9,""damage"":24,""range"":15,""arc"":1.1,""lunge"":26,""knock"":50,""launch"":12,""dmgClass"":""slash"",""color"":""#ff7a2a""}","src/data/characters.js"
"chainfire","CHAINFIRE","chainfire.f","f","H","Penance Stare","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Penance Stare"",""cost"":24,""cd"":18,""mult"":1.6,""dur"":9,""color"":""#ff7a2a"",""color2"":""#fff""}","src/data/characters.js"
"chainfire","CHAINFIRE","chainfire.shift","shift","SHIFT","Hell Ride","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Hell Ride"",""cost"":5,""cd"":0.55,""power"":102,""iframes"":0.24,""color"":""#ff7a2a""}","src/data/characters.js"
"chainfire","CHAINFIRE","chainfire.r","r","R","Rain of Hellfire","meteor","Not separately declared; see character identity and parameters","{""type"":""meteor"",""name"":""Rain of Hellfire"",""cost"":32,""cd"":18,""count"":12,""interval"":0.18,""spread"":26,""radius"":3,""damage"":33,""blast"":18,""color"":""#ff5a1a"",""color2"":""#ffb03a"",""dtype"":""fire""}","src/data/characters.js"
"tempest","TEMPEST","tempest.lmb","lmb","LMB","Chain Lightning","beam","Not separately declared; see character identity and parameters","{""type"":""beam"",""material"":""shock"",""name"":""Chain Lightning"",""cost"":4,""cd"":0.3,""radius"":1,""tipSpeed"":1037,""maxLen"":145,""dps"":58,""kiPerSec"":16,""steer"":14,""color"":""#bfeaff"",""color2"":""#fff""}","src/data/characters.js"
"tempest","TEMPEST","tempest.rmb","rmb","RMB","Gale Force","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Gale Force"",""kiPerSec"":16,""range"":34,""arc"":1.2,""dps"":14,""push"":58,""lift"":7,""color"":""#bfeaff""}","src/data/characters.js"
"tempest","TEMPEST","tempest.q","q","Q","Hail Volley","volley","Not separately declared; see character identity and parameters","{""type"":""volley"",""name"":""Hail Volley"",""cost"":3,""interval"":0.09,""damage"":6,""speed"":118,""radius"":0.8,""blast"":3,""spread"":0.1,""color"":""#bfeaff"",""color2"":""#eaffff""}","src/data/characters.js"
"tempest","TEMPEST","tempest.e","e","E","Flash Freeze","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Flash Freeze"",""kiPerSec"":19,""range"":30,""arc"":1.1,""dps"":18,""cold"":true,""frost"":0.55,""color"":""#bfeaff""}","src/data/characters.js"
"tempest","TEMPEST","tempest.f","f","H","Storm Domain","weather","Not separately declared; see character identity and parameters","{""type"":""weather"",""name"":""Storm Domain"",""cost"":24,""cd"":18,""dur"":16,""range"":100,""radius"":65,""kiPerSec"":5,""rain"":1,""wind"":1.1,""cloud"":1,""storm"":1,""color"":""#bfeaff"",""color2"":""#fff""}","src/data/characters.js"
"tempest","TEMPEST","tempest.shift","shift","SHIFT","Tailwind","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Tailwind"",""cost"":5,""cd"":0.55,""power"":98,""iframes"":0.24,""color"":""#bfeaff""}","src/data/characters.js"
"tempest","TEMPEST","tempest.r","r","R","Stormfront","meteor","Not separately declared; see character identity and parameters","{""type"":""meteor"",""name"":""Stormfront"",""cost"":34,""cd"":18,""count"":14,""interval"":0.16,""spread"":30,""radius"":3,""damage"":33,""blast"":18,""color"":""#bfeaff"",""color2"":""#eaffff""}","src/data/characters.js"
"knightfall","KNIGHTFALL","knightfall.lmb","lmb","LMB","Blade Fan","volley","Not separately declared; see character identity and parameters","{""type"":""volley"",""name"":""Blade Fan"",""gear"":true,""cost"":3,""interval"":0.11,""damage"":7,""speed"":125,""radius"":0.7,""blast"":2.6,""spread"":0.12,""blade"":true,""oneHand"":true,""color"":""#c9cfd9"",""color2"":""#fff""}","src/data/characters.js"
"knightfall","KNIGHTFALL","knightfall.rmb","rmb","RMB","Cross Counter","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Cross Counter"",""cost"":9,""cd"":0.7,""damage"":24,""range"":11,""arc"":0.85,""lunge"":40,""knock"":44,""launch"":8,""color"":""#ffd24a""}","src/data/characters.js"
"knightfall","KNIGHTFALL","knightfall.q","q","Q","Smoke Vanish","teleport","Not separately declared; see character identity and parameters","{""type"":""teleport"",""name"":""Smoke Vanish"",""cost"":10,""cd"":1.4,""range"":40,""oneHand"":true,""blind"":{""r"":15,""dur"":2.6},""color"":""#8a8f99""}","src/data/characters.js"
"knightfall","KNIGHTFALL","knightfall.e","e","E","Caustic Charges","mine","Not separately declared; see character identity and parameters","{""type"":""mine"",""name"":""Caustic Charges"",""gear"":true,""cost"":10,""cd"":1.1,""max"":3,""trigger"":7,""damage"":24,""blast"":12,""armT"":0.6,""duration"":20,""range"":55,""dtype"":""acid"",""dot"":{""dps"":6,""dur"":5,""kind"":""acid"",""corrode"":4,""color"":""#c8e04a""},""color"":""#c8e04a""}","src/data/characters.js"
"knightfall","KNIGHTFALL","knightfall.f","f","H","Grapnel Line","grapple","Not separately declared; see character identity and parameters","{""type"":""grapple"",""name"":""Grapnel Line"",""gear"":true,""cost"":8,""cd"":1.1,""range"":95,""oneHand"":true,""color"":""#ffd24a""}","src/data/characters.js"
"knightfall","KNIGHTFALL","knightfall.shift","shift","SHIFT","Cape Slip","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Cape Slip"",""cost"":4,""cd"":0.5,""power"":96,""iframes"":0.3,""color"":""#c9cfd9""}","src/data/characters.js"
"knightfall","KNIGHTFALL","knightfall.r","r","R","Wing Support","construct","Not separately declared; see character identity and parameters","{""type"":""construct"",""name"":""Wing Support"",""cost"":18,""cd"":9,""construct"":""turret"",""duration"":12,""color"":""#ffd24a""}","src/data/characters.js"
"aegis","AEGIS","aegis.lmb","lmb","LMB","God-Forged Blade","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""God-Forged Blade"",""gear"":true,""cost"":10,""cd"":0.7,""damage"":27,""range"":12,""arc"":0.9,""lunge"":42,""knock"":50,""launch"":12,""dmgClass"":""slash"",""color"":""#ffd24a""}","src/data/characters.js"
"aegis","AEGIS","aegis.rmb","rmb","RMB","Golden Lasso","tentacle","Not separately declared; see character identity and parameters","{""type"":""tentacle"",""name"":""Golden Lasso"",""cost"":17,""cd"":4.5,""range"":36,""holdT"":0.55,""damage"":15,""throwSpeed"":92,""color"":""#ffd24a""}","src/data/characters.js"
"aegis","AEGIS","aegis.q","q","Q","Aegis Wave","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""Aegis Wave"",""cost"":6,""cd"":1,""kiPerSec"":12,""maxCharge"":2.2,""minR"":1.4,""maxR"":6,""dmgMin"":22,""dmgMax"":76,""maxBlast"":30,""speedMin"":42,""speedMax"":70,""chargePower"":2.8,""color"":""#ffd24a"",""color2"":""#fff2c0""}","src/data/characters.js"
"aegis","AEGIS","aegis.e","e","E","Shield Shout","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Shield Shout"",""kiPerSec"":15,""range"":28,""arc"":1.2,""dps"":15,""push"":50,""color"":""#ffd24a""}","src/data/characters.js"
"aegis","AEGIS","aegis.shift","shift","SHIFT","War Stride","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""War Stride"",""cost"":5,""cd"":0.5,""power"":100,""iframes"":0.26,""color"":""#ffd24a""}","src/data/characters.js"
"aegis","AEGIS","aegis.r","r","R","Wrath of Themyscira","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""Wrath of Themyscira"",""cost"":10,""cd"":14,""kiPerSec"":13,""maxCharge"":2.3,""minR"":1.8,""maxR"":7,""dmgMin"":26,""dmgMax"":84,""maxBlast"":36,""speedMin"":36,""speedMax"":62,""chargePower"":3,""color"":""#ffd24a"",""color2"":""#fff2c0""}","src/data/characters.js"
"olympus","OLYMPUS","olympus.lmb","lmb","LMB","Living Lightning","beam","Not separately declared; see character identity and parameters","{""type"":""beam"",""material"":""shock"",""name"":""Living Lightning"",""cost"":4,""cd"":0.3,""radius"":1.1,""tipSpeed"":994,""maxLen"":145,""dps"":60,""kiPerSec"":16,""steer"":13,""color"":""#ffe066"",""color2"":""#fff""}","src/data/characters.js"
"olympus","OLYMPUS","olympus.rmb","rmb","RMB","Thunder Fist","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Thunder Fist"",""cost"":12,""cd"":1,""damage"":28,""range"":12,""arc"":0.8,""lunge"":52,""knock"":54,""launch"":16,""color"":""#ffe066""}","src/data/characters.js"
"olympus","OLYMPUS","olympus.q","q","Q","Thunderbolt","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""Thunderbolt"",""cost"":6,""cd"":1,""kiPerSec"":12,""maxCharge"":2.2,""minR"":1.5,""maxR"":6.2,""dmgMin"":24,""dmgMax"":80,""maxBlast"":32,""speedMin"":42,""speedMax"":70,""chargePower"":2.9,""color"":""#ffe066"",""color2"":""#fff""}","src/data/characters.js"
"olympus","OLYMPUS","olympus.e","e","E","Static Storm","volley","Not separately declared; see character identity and parameters","{""type"":""volley"",""name"":""Static Storm"",""cost"":3,""interval"":0.08,""damage"":6,""speed"":112,""radius"":0.85,""blast"":3.4,""spread"":0.12,""color"":""#ffe066"",""color2"":""#fff""}","src/data/characters.js"
"olympus","OLYMPUS","olympus.shift","shift","SHIFT","Mercury Step","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Mercury Step"",""cost"":5,""cd"":0.5,""power"":104,""iframes"":0.25,""color"":""#ffe066""}","src/data/characters.js"
"olympus","OLYMPUS","olympus.r","r","R","JUDGMENT BOLT","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""JUDGMENT BOLT"",""cost"":10,""cd"":15,""kiPerSec"":13,""maxCharge"":2.4,""minR"":2,""maxR"":7.5,""dmgMin"":28,""dmgMax"":90,""maxBlast"":40,""speedMin"":34,""speedMax"":58,""chargePower"":3.2,""color"":""#ffe066"",""color2"":""#ffffff""}","src/data/characters.js"
"marshal","MARSHAL","marshal.lmb","lmb","LMB","Alien Vision","beam","Not separately declared; see character identity and parameters","{""type"":""beam"",""material"":""arcane"",""name"":""Alien Vision"",""cost"":4,""cd"":0.3,""radius"":1,""tipSpeed"":1015,""maxLen"":150,""dps"":58,""kiPerSec"":16,""steer"":13,""dtype"":""magic"",""siphon"":0.7,""color"":""#ff4a4a"",""color2"":""#ffd24a""}","src/data/characters.js"
"marshal","MARSHAL","marshal.rmb","rmb","RMB","Density Hammer","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Density Hammer"",""cost"":13,""cd"":1,""damage"":30,""range"":12,""arc"":0.75,""lunge"":46,""knock"":58,""launch"":18,""color"":""#7fd4ff""}","src/data/characters.js"
"marshal","MARSHAL","marshal.q","q","Q","Ghost Body","phase","Not separately declared; see character identity and parameters","{""type"":""phase"",""name"":""Ghost Body"",""kiPerSec"":17,""color"":""#7fd4ff""}","src/data/characters.js"
"marshal","MARSHAL","marshal.e","e","E","Mind Skip","teleport","Not separately declared; see character identity and parameters","{""type"":""teleport"",""name"":""Mind Skip"",""cost"":12,""cd"":1.4,""range"":52,""color"":""#7fd4ff""}","src/data/characters.js"
"marshal","MARSHAL","marshal.shift","shift","SHIFT","Wraith Dash","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Wraith Dash"",""cost"":5,""cd"":0.5,""power"":98,""iframes"":0.28,""color"":""#7fd4ff""}","src/data/characters.js"
"marshal","MARSHAL","marshal.r","r","R","Dominion","mindcontrol","Not separately declared; see character identity and parameters","{""type"":""mindcontrol"",""name"":""Dominion"",""cost"":30,""cd"":18,""range"":42,""arc"":0.7,""dur"":6,""color"":""#7fd4ff"",""color2"":""#eaffff""}","src/data/characters.js"
"circuit","CIRCUIT","circuit.lmb","lmb","LMB","Sonic Cannon","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""name"":""Sonic Cannon"",""cost"":3,""interval"":0.14,""damage"":11,""speed"":165,""radius"":0.7,""blast"":3.4,""spread"":0.03,""recoil"":1.6,""color"":""#7fe6ff"",""color2"":""#fff""}","src/data/characters.js"
"circuit","CIRCUIT","circuit.rmb","rmb","RMB","White Noise Beam","beam","Not separately declared; see character identity and parameters","{""type"":""beam"",""material"":""air"",""name"":""White Noise Beam"",""cost"":8,""cd"":0.6,""radius"":2.2,""tipSpeed"":605,""maxLen"":150,""dps"":76,""kiPerSec"":22,""charge"":true,""maxCharge"":1.5,""kiChargePerSec"":14,""chargePower"":1.5,""chargeWidth"":true,""steer"":8,""color"":""#7fe6ff"",""color2"":""#eaffff""}","src/data/characters.js"
"circuit","CIRCUIT","circuit.q","q","Q","Shock Grapple","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Shock Grapple"",""cost"":8,""cd"":0.5,""damage"":16,""speed"":110,""radius"":1,""blast"":6,""homing"":2.6,""color"":""#7fe6ff"",""color2"":""#fff""}","src/data/characters.js"
"circuit","CIRCUIT","circuit.e","e","E","Overload Vent","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Overload Vent"",""kiPerSec"":16,""range"":28,""arc"":1.2,""dps"":17,""push"":46,""color"":""#7fe6ff""}","src/data/characters.js"
"circuit","CIRCUIT","circuit.shift","shift","SHIFT","Servo Burst","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Servo Burst"",""cost"":6,""cd"":0.6,""power"":96,""iframes"":0.22,""color"":""#7fe6ff""}","src/data/characters.js"
"circuit","CIRCUIT","circuit.r","r","R","BOOYAH Cannon","beam","Not separately declared; see character identity and parameters","{""type"":""beam"",""material"":""air"",""name"":""BOOYAH Cannon"",""cost"":24,""cd"":14,""radius"":3.2,""tipSpeed"":626,""maxLen"":165,""dps"":120,""kiPerSec"":30,""charge"":true,""maxCharge"":2,""kiChargePerSec"":20,""chargePower"":2,""chargeWidth"":true,""steer"":6,""color"":""#7fe6ff"",""color2"":""#ffffff""}","src/data/characters.js"
"trench","TRENCH","trench.lmb","lmb","LMB","Trident Pierce","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Trident Pierce"",""gear"":true,""cost"":10,""cd"":0.7,""damage"":26,""range"":14,""arc"":0.7,""lunge"":44,""knock"":48,""launch"":12,""dmgClass"":""slash"",""color"":""#7fe6ff""}","src/data/characters.js"
"trench","TRENCH","trench.rmb","rmb","RMB","The Drowned Court","summon","Not separately declared; see character identity and parameters","{""type"":""summon"",""name"":""The Drowned Court"",""cost"":18,""cd"":5,""count"":3,""max"":6,""duration"":12,""damage"":8,""interval"":0.65,""speed"":84,""color"":""#0f9f8f"",""color2"":""#eaffff""}","src/data/characters.js"
"trench","TRENCH","trench.q","q","Q","Riptide","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Riptide"",""kiPerSec"":16,""range"":32,""arc"":1.15,""dps"":16,""push"":54,""color"":""#7fe6ff""}","src/data/characters.js"
"trench","TRENCH","trench.e","e","E","Harpoon Throw","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Harpoon Throw"",""cost"":8,""cd"":0.5,""damage"":20,""speed"":115,""radius"":1,""blast"":5,""color"":""#7fe6ff"",""color2"":""#fff""}","src/data/characters.js"
"trench","TRENCH","trench.shift","shift","SHIFT","Current Ride","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Current Ride"",""cost"":4,""cd"":0.5,""power"":100,""iframes"":0.24,""color"":""#7fe6ff""}","src/data/characters.js"
